village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,male_population,female_population,sc_st_population_share_pct,population_density_per_ha,surface_water_exposure,river_canal_present,tank_pond_lake_present,drainage_quality_score,road_connectivity_score,healthcare_access_score,nearest_town_dist_km,district_hq_dist_km,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,historical_flood_inundation_pct_EXTERNAL_TOFILL,historical_flood_event_count_EXTERNAL_TOFILL,runoff_coefficient_EXTERNAL_TOFILL,building_footprint_density_EXTERNAL_TOFILL,flood_hazard_score_TARGET,flood_damage_estimate_TARGET,river_proximity_score,elevation_inverse,rainfall_density,flood_exposure,infrastructure_exposure,flood_vulnerability
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,190.0,41.0,93.0,97.0,18.95,1.011,1,1.0,0.0,0,2,0,22.0,22.0,92.5,12.15,1.132,0.001,1075.0,246.4,41.9,3,0.48,0.08,0.466,10.8,0.8116883116883117,0.0106951871657754,504.2213883677299,88.54,0.471126,0.08830700000000001
519886,Kajapur,Vadodara Rural,22.156066,73.213603,462.0,108.0,228.0,234.0,5.63,1.711,1,1.0,1.0,1,2,0,22.0,22.0,97.5,13.05,0.375,0.001,1067.8,247.2,47.0,3,0.5,0.14,0.522,30.9,2.1052631578947367,0.01015228426395939,776.5818181818181,241.16400000000002,0.8931420000000001,0.029388599999999997
519891,Salad,Vadodara Rural,22.148334,73.2608,1501.0,324.0,766.0,735.0,57.89,1.869,1,0.0,1.0,2,2,1,20.0,20.0,100.0,13.5,1.224,0.001,1098.4,246.4,42.5,3,0.51,0.15,0.464,90.1,0.755287009063444,0.009900990099009901,493.8848920863309,696.464,0.867216,0.2686096
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,313.0,79.0,160.0,153.0,65.81,1.573,1,0.0,1.0,1,3,0,20.0,20.0,95.0,12.6,0.899,0.001,1084.0,246.4,43.1,3,0.5,0.13,0.485,19.3,1.001001001001001,0.010416666666666666,570.8267509215376,151.805,0.7629049999999999,0.3191785
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,155.0,37.0,80.0,75.0,40.65,0.556,0,0.0,0.0,1,2,0,19.0,19.0,107.5,14.85,2.288,0.001,1087.6,243.2,34.8,3,0.47,0.05,0.382,7.0,0.4187604690117253,0.009216589861751152,330.77858880778587,59.21,0.21239200000000003,0.155283
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,82.0,17.0,40.0,42.0,12.2,0.641,1,0.0,1.0,0,2,0,23.0,23.0,95.0,12.15,0.522,0.001,1080.4,247.2,45.9,3,0.47,0.05,0.507,4.9,1.607717041800643,0.010416666666666666,709.8554533508542,41.574,0.324987,0.061854
519894,Por,Vadodara Rural,22.134139,73.195065,7342.0,1627.0,3787.0,3555.0,24.38,11.977,1,1.0,1.0,2,2,1,15.0,15.0,90.0,11.7,0.603,0.001,1093.0,247.2,46.3,3,0.81,0.75,0.557,805.1,1.4224751066856332,0.01098901098901099,681.8465377417342,4089.4940000000006,6.671189000000001,0.13579660000000002
519900,Ankhi,Vadodara Rural,22.129567,73.203911,1179.0,243.0,605.0,574.0,19.76,3.127,1,0.0,1.0,2,2,0,16.0,16.0,92.5,11.7,1.27,0.001,1076.8,247.2,40.8,3,0.53,0.25,0.464,76.9,0.7299270072992701,0.0106951871657754,474.36123348017617,547.056,1.450928,0.09168640000000002
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,68.0,13.0,32.0,36.0,58.82,0.459,1,0.0,1.0,1,2,0,23.0,23.0,100.0,13.5,0.347,0.001,1093.0,246.4,47.1,3,0.46,0.05,0.518,4.2,2.237136465324385,0.009900990099009901,811.4328136599852,35.224000000000004,0.23776200000000003,0.30468760000000006
519904,Runvad,Vadodara Rural,22.127215,73.239275,1400.0,315.0,734.0,666.0,44.5,2.205,1,0.0,1.0,2,2,0,23.0,23.0,95.0,12.6,1.37,0.0,1080.4,248.0,39.9,3,0.52,0.18,0.456,84.7,0.6802721088435373,0.010416666666666666,455.8649789029536,638.4,1.0054800000000002,0.20292000000000002
519902,Ramnath,Vadodara Rural,22.134989,73.223695,1239.0,228.0,638.0,601.0,2.1,4.302,1,0.0,1.0,2,2,1,23.0,23.0,92.5,12.15,1.031,0.001,1087.6,247.2,42.2,3,0.55,0.34,0.484,90.4,0.8841732979664014,0.0106951871657754,535.4997538158543,599.6759999999999,2.082168,0.010164000000000001
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,579.0,125.0,295.0,284.0,12.95,3.031,1,0.0,1.0,2,2,1,13.0,13.0,100.0,13.05,2.324,0.001,1098.4,247.2,33.4,2,0.53,0.24,0.39,31.5,0.41254125412541254,0.009900990099009901,330.4452466907341,225.81,1.18209,0.050505
521039,Jaspur,Padra,22.286455,73.060154,7658.0,1530.0,3996.0,3662.0,5.08,4.862,1,1.0,0.0,1,2,1,6.0,22.0,90.0,11.7,2.142,0.001,1102.0,247.2,36.2,3,0.59,0.39,0.416,498.2,0.44603033006244425,0.01098901098901099,350.73201782304267,3185.728,2.022592,0.021132799999999997
521043,Umaraya,Padra,22.268181,73.02998,4115.0,775.0,2146.0,1969.0,1.36,7.635,1,1.0,0.0,1,2,1,6.0,26.0,97.5,12.6,1.519,0.001,1096.6,246.4,39.9,3,0.64,0.61,0.463,345.1,0.6176652254478073,0.01015228426395939,435.3314807463278,1905.2450000000001,3.535005,0.006296800000000001
521041,Tajpura,Padra,22.266245,73.069227,1720.0,360.0,897.0,823.0,20.12,5.165,1,0.0,1.0,1,2,1,2.0,17.0,107.5,14.85,2.688,0.0,1102.0,245.6,31.2,2,0.6,0.41,0.375,102.3,0.35868005738880915,0.009216589861751152,298.8069414316703,645.0,1.9368750000000001,0.07545
521042,Luna,Padra,22.26456,73.049273,2739.0,521.0,1430.0,1309.0,9.6,6.114,1,0.0,1.0,1,2,0,3.0,20.0,90.0,12.6,3.248,0.05,1100.2,245.6,28.0,2,0.63,0.49,0.344,157.9,0.29868578255675027,0.01098901098901099,258.9924670433145,942.2159999999999,2.1032159999999998,0.033024
521040,Sangma,Padra,22.264793,73.087969,3096.0,664.0,1587.0,1509.0,13.02,9.41,1,1.0,1.0,1,3,1,2.0,10.0,105.0,14.4,2.153,0.001,1094.8,244.8,35.4,3,0.73,0.75,0.431,262.7,0.44385264092321347,0.009433962264150943,347.2248652077386,1334.376,4.05571,0.05611619999999999
521044,Ekalbara,Padra,22.256383,73.017797,4435.0,917.0,2308.0,2127.0,2.21,7.479,1,1.0,1.0,1,3,0,8.0,22.0,95.0,13.5,1.567,0.001,1093.0,245.6,39.7,3,0.67,0.6,0.464,370.4,0.5998800239952009,0.010416666666666666,425.7888585897935,2057.84,3.470256,0.0102544
521045,Mujpur,Padra,22.245552,72.992466,9410.0,1923.0,4887.0,4523.0,4.39,10.585,1,1.0,1.0,1,2,1,10.0,28.0,97.5,13.5,1.39,0.001,1107.4,248.0,41.1,3,0.77,0.75,0.492,911.5,0.6711409395973155,0.01015228426395939,463.3472803347281,4629.72,5.207820000000001,0.021598799999999998
521058,Dabhasa,Padra,22.23737,73.038788,8337.0,1708.0,4322.0,4015.0,8.29,6.953,1,0.0,1.0,1,3,1,4.0,20.0,95.0,12.6,2.848,0.0,1093.0,245.6,30.5,2,0.66,0.56,0.372,544.3,0.33921302578018997,0.010416666666666666,284.04365904365903,3101.364,2.586516,0.030838799999999996
521059,Sokhdakhurd,Padra,22.244837,73.11375,2139.0,462.0,1099.0,1040.0,24.4,4.785,1,0.0,1.0,1,2,1,2.0,14.0,97.5,13.5,0.774,0.001,1096.6,247.2,45.8,3,0.59,0.38,0.508,168.7,1.1441647597254005,0.01015228426395939,618.15107102593,1086.612,2.43078,0.12395199999999999
521057,Mahuvad,Padra,22.234796,73.013282,2564.0,534.0,1336.0,1228.0,9.56,5.308,1,1.0,0.0,1,3,1,7.0,23.0,102.5,13.95,3.495,0.05,1089.4,244.8,25.7,2,0.61,0.42,0.319,130.7,0.27816411682892905,0.00966183574879227,242.35817575083428,817.916,1.693252,0.030496400000000003
521061,Darapura,Padra,22.228044,73.106676,3032.0,666.0,1589.0,1443.0,15.2,7.431,1,0.0,1.0,1,2,0,3.0,18.0,87.5,11.25,0.815,0.0,1075.0,245.6,46.4,3,0.67,0.59,0.532,288.5,1.092896174863388,0.011299435028248588,592.2865013774104,1613.0240000000001,3.9532920000000003,0.080864
521060,Patod,Padra,22.225549,73.120499,2479.0,532.0,1288.0,1191.0,16.9,4.851,1,0.0,1.0,1,2,0,3.0,19.0,87.5,11.25,0.61,0.0,1082.2,247.2,48.2,3,0.6,0.39,0.536,207.8,1.4084507042253522,0.011299435028248588,672.1739130434784,1328.7440000000001,2.600136,0.090584
521055,Narsipura,Padra,22.229941,72.973697,3447.0,729.0,1747.0,1700.0,0.52,12.91,1,0.0,1.0,1,2,0,14.0,35.0,97.5,13.05,2.452,0.001,1094.8,245.6,33.3,2,0.84,0.75,0.427,289.8,0.39184952978056425,0.01015228426395939,317.1494785631518,1471.869,5.51257,0.0022204
521056,Dhobikuwa,Padra,22.22517,73.002439,3392.0,710.0,1739.0,1653.0,0.18,17.218,1,1.0,0.0,1,2,0,9.0,27.0,100.0,13.5,3.864,0.05,1091.2,245.6,22.9,2,0.85,0.75,0.33,220.4,0.2522704339051463,0.009900990099009901,224.34210526315792,1119.3600000000001,5.68194,0.000594
521063,Latipura,Padra,22.222343,73.058454,2702.0,592.0,1427.0,1275.0,20.91,7.72,0,0.0,0.0,1,2,0,3.0,18.0,92.5,12.6,1.698,0.001,1093.0,246.4,39.3,3,0.68,0.62,0.456,224.6,0.5561735261401557,0.0106951871657754,405.11489992587104,1232.112,3.52032,0.0953496
521062,Ghayaj,Padra,22.219221,73.082331,2667.0,594.0,1399.0,1268.0,25.12,3.614,1,1.0,1.0,1,3,0,2.0,19.0,92.5,12.15,0.541,0.001,1085.8,245.6,47.0,3,0.56,0.29,0.519,200.9,1.5600624024960998,0.0106951871657754,704.6073977936405,1384.173,1.875666,0.1303728
521054,Somjipura,Padra,22.215018,72.968122,2480.0,518.0,1292.0,1188.0,1.25,9.841,1,0.0,1.0,1,2,0,14.0,35.0,100.0,13.5,3.852,0.05,1096.6,243.2,22.5,2,0.75,0.75,0.315,153.8,0.25303643724696356,0.009900990099009901,226.00989282769987,781.2,3.0999149999999998,0.0039375
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,7027.0,1480.0,3604.0,3423.0,2.8,6.394,1,1.0,1.0,2,3,1,12.0,12.0,90.0,11.25,0.615,0.001,1071.4,248.0,46.8,3,0.62,0.51,0.528,630.3,1.3986013986013988,0.01098901098901099,663.405572755418,3710.2560000000003,3.3760320000000004,0.014783999999999999
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,4608.0,937.0,2406.0,2202.0,26.41,8.845,1,0.0,1.0,2,2,1,6.0,12.0,102.5,13.95,1.283,0.001,1098.4,246.4,40.9,3,0.72,0.71,0.491,435.3,0.7230657989877078,0.00966183574879227,481.1213315812528,2262.528,4.342895,0.12967309999999999
519825,Rayaka,Vadodara Rural,22.439928,73.10356,1981.0,361.0,1026.0,955.0,6.71,3.329,1,1.0,1.0,2,3,0,20.0,20.0,95.0,12.15,1.97,0.001,1080.4,247.2,35.5,2,0.54,0.27,0.417,118.0,0.48309178743961356,0.010416666666666666,363.7710437710438,826.077,1.388193,0.027980699999999997
519826,Sankarda,Vadodara Rural,22.433457,73.127512,7460.0,1472.0,3908.0,3552.0,5.12,10.163,0,0.0,0.0,2,2,1,14.0,14.0,92.5,12.15,0.706,0.001,1082.2,247.2,44.4,3,0.74,0.75,0.535,785.7,1.240694789081886,0.0106951871657754,634.3493552168817,3991.1000000000004,5.4372050000000005,0.027392000000000003
519828,Sokhda,Vadodara Rural,22.424976,73.16211,12610.0,2454.0,6546.0,6064.0,10.06,10.686,1,0.0,1.0,1,2,1,8.0,12.0,95.0,11.7,1.726,0.002,1087.6,246.4,36.8,2,0.77,0.75,0.468,1161.9,0.547645125958379,0.010416666666666666,398.9728539985326,5901.4800000000005,5.001048,0.047080800000000006
519829,Padmala,Vadodara Rural,22.415159,73.132252,5446.0,1059.0,2851.0,2595.0,10.72,7.836,1,0.0,1.0,2,3,1,18.0,18.0,95.0,12.6,1.325,0.001,1084.0,246.4,40.2,3,0.69,0.63,0.484,483.4,0.7017543859649122,0.010416666666666666,466.2365591397849,2635.864,3.792624,0.0518848
519832,Ajod,Vadodara Rural,22.40144,73.158016,2661.0,526.0,1388.0,1273.0,16.27,6.554,1,0.0,1.0,2,2,1,20.0,20.0,100.0,0.2,1.963,0.001,850.0,120.0,26.5,1,0.65,0.52,0.379,172.5,0.4847309743092583,0.009900990099009901,286.87141410732363,1008.519,2.483966,0.0616633
519831,Anagadh,Vadodara Rural,22.373755,73.080302,14780.0,2815.0,7650.0,7130.0,3.83,12.999,0,0.0,0.0,2,2,1,6.0,20.0,92.5,12.15,0.098,0.001,1102.0,248.0,49.9,3,0.81,0.75,0.588,1711.0,5.05050505050505,0.0106951871657754,1003.6429872495446,8690.64,7.643412,0.0225204
519836,Dhanora,Vadodara Rural,22.379574,73.097867,4006.0,864.0,2099.0,1907.0,7.16,10.711,1,0.0,1.0,2,2,1,5.0,18.0,90.0,11.7,1.065,0.001,1096.6,247.2,43.7,3,0.77,0.75,0.519,409.3,0.8583690987124464,0.01098901098901099,531.0411622276029,2079.114,5.5590090000000005,0.037160399999999996
519837,Kotna,Vadodara Rural,22.359605,73.058884,2902.0,594.0,1462.0,1440.0,0.48,7.01,1,0.0,1.0,2,2,1,8.0,25.0,92.5,12.15,1.13,0.001,1094.8,248.0,43.2,3,0.66,0.56,0.494,251.6,0.8130081300813008,0.0106951871657754,513.9906103286385,1433.588,3.4629399999999997,0.0023712
519848,Khanpur,Vadodara Rural,22.318836,73.118396,1466.0,304.0,799.0,667.0,13.17,7.596,1,0.0,1.0,2,3,0,12.0,12.0,25.0,0.2,0.822,0.001,850.0,120.0,60.2,3,0.68,0.61,0.752,199.7,1.0845986984815619,0.038461538461538464,466.5203073545554,1102.432,5.712192,0.09903840000000001
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,9464.0,1841.0,4874.0,4590.0,4.21,7.663,0,0.0,0.0,2,3,1,13.0,13.0,105.0,14.4,1.714,0.001,1093.0,245.6,38.2,3,0.66,0.61,0.452,774.8,0.5512679162072767,0.009433962264150943,402.72660280029476,4277.728,3.4636760000000004,0.0190292
519859,Chapad,Vadodara Rural,22.229309,73.156898,2419.0,530.0,1256.0,1163.0,26.0,4.877,1,0.0,1.0,2,2,0,7.0,12.0,95.0,12.6,0.748,0.001,1087.6,246.4,45.7,3,0.6,0.39,0.511,193.3,1.179245283018868,0.010416666666666666,622.1967963386727,1236.109,2.492147,0.13286
519846,Ampad,Vadodara Rural,22.303464,73.085825,1610.0,296.0,827.0,783.0,2.8,3.508,0,0.0,0.0,2,2,1,7.0,10.0,90.0,12.15,1.537,0.001,1103.8,246.4,40.4,3,0.56,0.28,0.454,105.3,0.6108735491753207,0.01098901098901099,435.0808040993299,730.94,1.592632,0.012712
519847,Mahapura,Vadodara Rural,22.302753,73.103757,1601.0,268.0,806.0,795.0,4.62,12.315,1,0.0,1.0,2,2,0,8.0,8.0,102.5,13.95,0.686,0.0,1087.6,245.6,45.8,3,0.82,0.75,0.548,172.7,1.272264631043257,0.00966183574879227,645.0771055753262,877.3480000000001,6.74862,0.025317600000000003
519845,Hinglot,Vadodara Rural,22.293659,73.078092,1057.0,206.0,526.0,531.0,1.7,3.872,1,0.0,1.0,2,2,0,5.0,12.0,97.5,13.05,1.694,0.001,1094.8,247.2,38.8,3,0.57,0.31,0.44,68.5,0.5574136008918618,0.01015228426395939,406.38455827765404,465.08,1.7036799999999999,0.0074800000000000005
519851,Raypura,Vadodara Rural,22.279864,73.09255,5619.0,1085.0,2879.0,2740.0,0.61,12.514,0,0.0,0.0,2,2,1,8.0,8.0,95.0,12.6,1.848,0.0,1085.8,244.8,37.8,3,0.83,0.75,0.468,517.7,0.5133470225872689,0.010416666666666666,381.25,2629.692,5.856552,0.0028548
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,1032.0,208.0,536.0,496.0,25.0,6.255,1,0.0,1.0,2,3,0,8.0,15.0,102.5,13.5,0.002,0.001,1103.8,244.8,50.8,3,0.64,0.5,0.568,98.9,9.80392156862745,0.00966183574879227,1101.5968063872256,586.1759999999999,3.5528399999999998,0.142
519853,Samiyala,Vadodara Rural,22.25584,73.124736,6364.0,1315.0,3249.0,3115.0,10.39,12.754,1,0.0,1.0,2,3,1,8.0,12.0,102.5,13.5,0.106,0.001,1102.0,246.4,50.3,3,0.83,0.75,0.59,739.2,4.854368932038835,0.00966183574879227,996.3833634719709,3754.7599999999998,7.524859999999999,0.061301
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,4740.0,950.0,2492.0,2248.0,3.76,7.72,1,1.0,1.0,1,3,0,15.0,15.0,92.5,12.15,1.8,0.002,1080.4,246.4,37.6,3,0.68,0.62,0.449,387.9,0.5263157894736842,0.0106951871657754,385.8571428571429,2128.26,3.46628,0.0168824
251214,Padra,Padra,22.244951,73.080335,46660.0,9579.0,0.0,0.0,28.63,2.3600000000000003,0,0.0,0.0,0,0,0,0.0,35.0,25.0,0.2,0.16,0.0,850.0,120.0,64.5,4,0.51,0.16,0.773,4706.9,3.846153846153846,0.038461538461538464,732.7586206896552,36068.18,1.8242800000000003,0.2213099
520926,Kunvarwada,Dabhoi,22.252725,73.337496,1014.0,215.0,533.0,481.0,34.32,1.657,1,1.0,1.0,2,2,0,20.0,20.0,90.0,11.7,1.686,0.001,1091.2,244.8,38.4,3,0.5,0.13,0.434,55.9,0.5599104143337066,0.01098901098901099,406.2546537602383,440.076,0.719138,0.1489488
520927,Vanadra,Dabhoi,22.238186,73.364509,2531.0,547.0,1296.0,1235.0,40.1,1.85,1,0.0,1.0,0,3,0,15.0,15.0,97.5,12.15,2.392,0.0,1107.4,243.2,33.4,2,0.5,0.15,0.379,124.1,0.4012841091492777,0.01015228426395939,326.47405660377365,959.249,0.70115,0.151979
520925,Saguwada,Dabhoi,22.240843,73.32019,840.0,162.0,417.0,423.0,38.57,1.883,1,0.0,1.0,0,1,1,16.0,16.0,90.0,11.7,1.437,0.001,1098.4,244.8,39.7,3,0.51,0.15,0.453,49.2,0.6506180871828237,0.01098901098901099,450.71809601969636,380.52000000000004,0.8529990000000001,0.1747221
520924,Malharpura,Dabhoi,22.238425,73.302594,370.0,85.0,195.0,175.0,13.51,2.079,1,0.0,1.0,0,1,0,12.0,12.0,90.0,11.7,0.188,0.001,1098.4,243.2,48.8,3,0.51,0.17,0.539,26.2,3.472222222222222,0.01098901098901099,924.5791245791247,199.43,1.1205810000000003,0.0728189
520939,Dholar,Dabhoi,22.222189,73.395816,2049.0,491.0,1069.0,980.0,42.46,2.419,1,1.0,1.0,0,3,1,10.0,46.0,97.5,12.6,1.076,0.001,1102.0,242.4,42.2,3,0.52,0.19,0.474,130.0,0.8503401360544216,0.01015228426395939,530.8285163776493,971.226,1.146606,0.2012604
520928,Mavli,Dabhoi,22.221537,73.342496,962.0,212.0,495.0,467.0,57.59,1.529,0,0.0,0.0,2,2,0,15.0,20.0,97.5,13.05,0.744,0.0,1082.2,241.6,44.7,3,0.5,0.12,0.494,59.9,1.1848341232227488,0.01015228426395939,620.5275229357799,475.228,0.7553259999999999,0.28449460000000004
520923,Rasulpura,Dabhoi,22.22173,73.317514,376.0,90.0,190.0,186.0,60.9,1.357,0,0.0,0.0,0,2,0,15.0,17.0,92.5,12.15,0.497,0.001,1084.0,243.2,46.3,3,0.48,0.11,0.509,23.9,1.6750418760469012,0.0106951871657754,724.1148964595859,191.38400000000001,0.690713,0.309981
519818,Indrad,Savli,22.439792,73.273307,1912.0,422.0,1004.0,908.0,36.77,1.828,1,1.0,1.0,2,2,0,15.0,20.0,92.5,12.15,0.947,0.001,1087.6,246.4,44.1,3,0.5,0.15,0.482,119.2,0.9551098376313276,0.0106951871657754,558.602978941962,921.584,0.881096,0.1772314
519817,Pilol,Savli,22.422196,73.230199,3242.0,646.0,1654.0,1588.0,16.19,5.376,1,1.0,0.0,2,2,0,20.0,10.0,90.0,11.7,0.339,0.001,1075.0,246.4,47.5,3,0.61,0.43,0.545,284.2,2.2779043280182227,0.01098901098901099,802.8379387602689,1766.89,2.9299200000000005,0.08823550000000001
519833,Asoj,Vadodara Rural,22.421,73.199415,3801.0,827.0,1992.0,1809.0,18.71,3.474,0,0.0,0.0,2,2,1,14.0,14.0,87.5,11.7,0.704,0.001,1080.4,247.2,46.1,3,0.55,0.28,0.522,285.7,1.2437810945273633,0.011299435028248588,634.0375586854461,1984.122,1.8134280000000003,0.09766620000000001
519834,Virod,Vadodara Rural,22.394473,73.226574,2461.0,506.0,1289.0,1172.0,47.3,2.254,1,0.0,1.0,2,2,1,9.0,9.0,85.0,10.8,1.235,0.001,1067.8,246.4,43.2,3,0.52,0.18,0.491,160.4,0.749063670411985,0.011627906976744186,477.76286353467555,1208.3509999999999,1.106714,0.23224299999999998
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,942.0,185.0,477.0,465.0,37.26,2.935,1,0.0,1.0,2,1,0,12.0,12.0,90.0,11.7,0.114,0.001,1094.8,247.2,50.1,3,0.52,0.23,0.548,71.4,4.672897196261681,0.01098901098901099,982.7648114901256,516.216,1.6083800000000001,0.2041848
519838,Dena,Vadodara Rural,22.365988,73.221735,2565.0,480.0,1350.0,1215.0,25.22,5.777,1,0.0,1.0,2,2,0,8.0,8.0,90.0,11.7,0.198,0.001,1096.6,247.2,48.8,3,0.62,0.46,0.557,234.7,3.355704697986577,0.01098901098901099,915.3589315525876,1428.7050000000002,3.2177890000000002,0.1404754
519841,Kotali,Vadodara Rural,22.35516,73.235373,1269.0,266.0,672.0,597.0,42.71,4.067,1,1.0,1.0,2,3,0,10.0,10.0,92.5,11.7,1.044,0.001,1100.2,246.4,42.3,3,0.56,0.33,0.484,91.9,0.8741258741258741,0.0106951871657754,538.2583170254403,614.196,1.968428,0.20671640000000002
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,1618.0,344.0,857.0,761.0,57.42,3.35,1,0.0,1.0,2,3,1,12.0,12.0,97.5,12.6,1.12,0.001,1091.2,245.6,42.1,3,0.52,0.27,0.472,109.1,0.8196721311475409,0.01015228426395939,514.7169811320755,763.6959999999999,1.5812,0.2710224
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1129.0,233.0,599.0,530.0,56.69,3.043,1,0.0,1.0,2,2,0,5.0,5.0,90.0,11.7,0.99,0.0,1084.0,244.8,44.0,3,0.54,0.24,0.488,76.9,0.9174311926605504,0.01098901098901099,544.7236180904523,550.952,1.484984,0.2766472
519850,Khatamba,Vadodara Rural,22.286521,73.27036,920.0,190.0,427.0,493.0,50.43,2.534,1,0.0,1.0,2,2,0,10.0,10.0,95.0,12.6,0.424,0.001,1091.2,244.8,47.6,3,0.53,0.2,0.522,64.8,1.9083969465648853,0.010416666666666666,766.2921348314608,480.24,1.322748,0.2632446
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,751.0,167.0,376.0,375.0,36.09,1.911,1,0.0,1.0,2,3,0,12.0,12.0,87.5,11.25,0.14,0.001,1102.0,246.4,49.9,3,0.51,0.15,0.555,53.9,4.166666666666666,0.011299435028248588,966.6666666666665,416.80500000000006,1.060605,0.20029950000000005
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,1046.0,233.0,530.0,516.0,45.89,2.193,0,0.0,0.0,2,2,0,9.0,9.0,87.5,11.25,0.948,0.001,1103.8,242.4,45.0,3,0.52,0.18,0.498,69.2,0.9541984732824427,0.011299435028248588,566.6324435318276,520.908,1.092114,0.22853220000000002
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,430.0,92.0,210.0,220.0,81.86,4.624,0,0.0,0.0,1,2,0,9.0,9.0,85.0,11.7,0.253,0.001,1098.4,244.8,51.1,3,0.59,0.37,0.569,37.7,2.8328611898017,0.011627906976744186,876.6161213088587,244.67,2.6310559999999996,0.46578339999999996
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,1508.0,344.0,784.0,724.0,41.45,5.112,1,0.0,1.0,2,3,0,8.0,8.0,87.5,11.25,0.82,0.001,1094.8,247.2,45.6,3,0.6,0.41,0.521,124.6,1.0869565217391306,0.011299435028248588,601.5384615384615,785.668,2.663352,0.21595450000000002
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,2929.0,614.0,1479.0,1450.0,50.46,3.458,0,0.0,0.0,2,3,1,11.0,11.0,90.0,12.6,0.308,0.002,1103.8,244.8,47.4,3,0.55,0.28,0.538,226.9,2.4509803921568625,0.01098901098901099,843.8837920489296,1575.8020000000001,1.8604040000000002,0.2714748
519857,Vadadla,Vadodara Rural,22.248199,73.250718,2303.0,503.0,1194.0,1109.0,17.89,5.83,1,0.0,1.0,2,2,1,5.0,5.0,87.5,11.25,2.052,0.001,1076.8,245.6,36.5,2,0.62,0.47,0.437,166.4,0.4646840148698885,0.011299435028248588,352.8178243774574,1006.411,2.54771,0.07817930000000001
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,298.0,75.0,160.0,138.0,34.56,1.319,1,0.0,1.0,1,2,0,11.0,11.0,90.0,11.25,0.296,0.001,1089.4,244.8,47.9,3,0.49,0.11,0.53,19.7,2.525252525252525,0.01098901098901099,840.5864197530865,157.94,0.69907,0.18316800000000003
519863,Navapura,Vadodara Rural,22.242051,73.265192,387.0,73.0,202.0,185.0,0.0,3.794,1,0.0,1.0,1,2,0,10.0,10.0,90.0,11.7,0.796,0.001,1096.6,247.2,44.1,3,0.56,0.3,0.506,28.6,1.1160714285714286,0.01098901098901099,610.5790645879732,195.822,1.919764,0.0
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,991.0,217.0,521.0,470.0,34.01,1.955,1,0.0,1.0,0,2,0,7.0,7.0,92.5,12.15,0.139,0.0,1111.0,244.8,49.9,3,0.51,0.16,0.539,69.7,4.184100418410042,0.0106951871657754,975.4170324846357,534.149,1.0537450000000002,0.1833139
519867,Hetampura,Vadodara Rural,22.227236,73.2839,1504.0,317.0,785.0,719.0,1.2,6.04,1,0.0,1.0,2,1,0,14.0,14.0,90.0,11.7,0.84,0.001,1075.0,245.6,44.1,3,0.63,0.48,0.513,128.5,1.0638297872340425,0.01098901098901099,584.2391304347826,771.552,3.09852,0.006156
519866,Diwalipura,Vadodara Rural,22.228,73.295272,661.0,136.0,343.0,318.0,21.63,2.146,1,0.0,1.0,2,3,0,13.0,15.0,90.0,11.7,0.759,0.001,1091.2,244.0,44.6,3,0.51,0.17,0.5,43.5,1.1641443538998837,0.01098901098901099,620.3524729960205,330.5,1.073,0.10815
519860,Maretha,Vadodara Rural,22.223075,73.183108,1918.0,403.0,1021.0,897.0,18.2,7.959,1,1.0,1.0,2,2,0,10.0,10.0,97.5,13.05,0.479,0.001,1103.8,244.8,46.5,3,0.69,0.64,0.542,191.8,1.7271157167530227,0.01015228426395939,746.3150777552399,1039.556,4.313778,0.09864400000000001
251209,Vadodara,Vadodara Rural,22.306225,73.182732,1752371.0,393887.0,0.0,0.0,28.63,2.3600000000000003,0,0.0,0.0,0,0,0,0.0,35.0,25.0,0.2,0.277,0.001,850.0,120.0,63.7,4,0.51,0.16,0.765,174943.6,2.6525198938992043,0.038461538461538464,665.6225528582614,1340563.815,1.8054000000000003,0.2190195
