village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_forest,pct_barren_uncultivable,pct_net_sown,pct_fallow,pct_pastures,pct_non_agri_builtup,irrigation_coverage_pct,cover_management_index_C_proxy,slope_deg_EXTERNAL_TOFILL,slope_length_m_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,soil_erodibility_K_EXTERNAL_TOFILL,rainfall_erosivity_R_EXTERNAL_TOFILL,support_practice_P_EXTERNAL_TOFILL,erosion_risk_score_TARGET,distance_to_river_km_EXTERNAL_TOFILL
519768,Wankaner,Savli,22.552458,73.177017,1641.0,0.0,3.53,67.7,0.0,5.97,7.25,72.97,0.244,11.7,190.4,Alluvial Loamy Soil,0.293,466.0,0.9,0.92,2.523
519787,Bhadarva,Savli,22.510437,73.129922,540.0,0.0,8.16,57.09,8.51,20.92,5.32,37.27,0.327,14.4,222.8,Alluvial Loamy Soil,0.299,471.8,0.9,0.92,1.382
519794,Ranipura B,Savli,22.50843,73.174065,690.0,0.0,0.0,7.04,92.02,0.0,0.94,72.22,0.573,12.6,201.2,Alluvial Loamy Soil,0.293,469.9,0.9,0.92,1.648
519790,Khandi,Savli,22.499195,73.100319,111.0,0.0,19.83,50.41,16.53,11.57,1.65,32.79,0.446,12.15,195.8,Alluvial Loamy Soil,0.307,471.2,0.9,0.92,1.105
519789,Jalampura,Savli,22.502329,73.105973,176.0,0.0,16.85,62.92,1.12,11.24,3.37,33.93,0.364,13.5,212.0,Alluvial Loamy Soil,0.305,467.9,0.9,0.92,1.357
519792,Raniya,Savli,22.495709,73.133102,680.0,0.0,0.62,86.0,1.23,4.46,7.69,53.67,0.278,14.85,228.2,Alluvial Loamy Soil,0.306,469.9,0.75,0.92,2.948
519793,Mahapura,Savli,22.495327,73.160927,119.0,0.0,0.85,86.32,6.84,4.27,0.85,79.21,0.314,14.4,222.8,Alluvial Loamy Soil,0.298,470.5,0.75,0.92,1.559
519810,Anjesar,Savli,22.480895,73.17266,532.0,0.0,3.19,81.99,0.0,5.07,9.76,17.16,0.282,11.7,190.4,Alluvial Loamy Soil,0.294,467.9,0.75,0.92,0.322
519791,Poicha Raniya,Savli,22.475894,73.114821,769.0,0.0,3.9,84.79,0.0,5.07,6.24,47.55,0.297,12.15,195.8,Alluvial Loamy Soil,0.293,472.5,0.75,0.92,2.597
519811,Moksi,Savli,22.468066,73.147281,1195.0,0.0,0.0,87.97,6.43,2.75,2.85,60.02,0.307,13.05,206.6,Alluvial Loamy Soil,0.297,468.6,0.75,0.92,0.31
519786,Bahidhara Alias Natvarnagar,Savli,22.512292,73.159483,1097.0,0.0,24.7,68.46,0.0,0.0,6.84,46.13,0.428,14.4,222.8,Alluvial Loamy Soil,0.291,469.2,0.9,0.92,2.929
519788,Parthampura Khandi,Savli,22.511161,73.118198,309.0,0.0,20.31,54.46,9.85,14.77,0.62,40.11,0.427,12.15,195.8,Alluvial Loamy Soil,0.302,468.6,0.9,0.92,0.84
519824,Dodka,Vadodara Rural,22.455062,73.112726,770.0,0.0,6.09,60.35,0.0,22.46,4.06,26.91,0.27,12.15,195.8,Alluvial Loamy Soil,0.29,475.8,0.9,0.92,2.382
519827,Vasna Kotariya,Vadodara Rural,22.447266,73.154772,499.0,0.0,3.61,74.1,0.0,7.03,7.03,43.36,0.265,13.05,206.6,Alluvial Loamy Soil,0.297,464.7,0.75,0.92,0.691
519747,Ankaliya,Savli,22.616419,73.377167,443.0,0.0,4.74,88.71,0.0,0.9,5.64,76.34,0.31,13.05,206.6,Alluvial Loamy Soil,0.3,469.2,0.75,0.92,1.111
519756,Lachhanpura,Savli,22.614795,73.22513,246.0,0.0,40.89,56.28,0.0,0.0,2.83,71.94,0.537,11.25,185.0,Alluvial Loamy Soil,0.302,470.5,0.9,0.92,1.113
519750,Mevli,Savli,22.614616,73.329978,913.0,0.0,14.99,72.87,0.0,5.8,0.33,69.97,0.362,12.6,201.2,Alluvial Loamy Soil,0.307,469.2,0.75,0.92,1.244
519748,Dhantej,Savli,22.597216,73.356397,1591.0,0.0,5.03,84.4,0.0,5.09,5.47,55.81,0.306,12.6,201.2,Alluvial Loamy Soil,0.3,481.6,0.75,0.92,0.272
519795,Namisara,Savli,22.515105,73.189227,974.0,0.0,2.46,87.47,0.0,1.95,8.11,76.53,0.287,11.25,185.0,Alluvial Loamy Soil,0.284,469.9,0.75,0.92,0.896
519734,Latva,Desar,22.667525,73.366624,319.0,0.0,0.0,76.25,0.0,0.0,9.06,39.34,0.229,11.25,185.0,Alluvial Loamy Soil,0.294,470.5,0.75,0.92,0.061
519724,Bhila,Desar,22.666808,73.359725,123.0,0.0,43.9,52.03,0.0,0.0,4.07,46.88,0.551,11.7,190.4,Alluvial Loamy Soil,0.295,467.3,0.9,0.92,0.512
519730,Vansiya,Desar,22.664588,73.398534,259.0,0.0,2.32,77.99,0.0,0.0,1.16,44.06,0.255,11.25,185.0,Alluvial Loamy Soil,0.35,470.5,0.75,0.92,0.361
519722,Vaghanu Muvadu,Desar,22.657829,73.337583,198.0,0.0,64.97,33.5,0.0,0.0,1.52,75.76,0.685,11.25,185.0,Alluvial Loamy Soil,0.299,473.8,0.9,0.92,2.02
519721,Gorsan,Desar,22.66062,73.317646,204.0,0.0,23.53,72.06,0.0,0.0,4.41,100.0,0.428,11.25,185.0,Alluvial Loamy Soil,0.296,469.9,0.75,0.92,0.56
519720,Shihora,Desar,22.657088,73.2868,1242.0,0.0,44.57,44.01,0.0,0.4,7.8,91.41,0.534,11.7,190.4,Alluvial Loamy Soil,0.307,464.7,0.9,0.92,1.574
519733,Limdi,Desar,22.654626,73.385685,358.0,0.0,7.82,87.99,0.0,0.0,4.19,67.94,0.334,11.7,190.4,Alluvial Loamy Soil,0.356,472.5,0.75,0.92,0.102
519731,Ghanta,Desar,22.65819,73.403154,255.0,0.0,28.24,69.02,0.0,0.0,2.75,43.18,0.461,10.8,179.6,Alluvial Loamy Soil,0.351,470.5,0.9,0.92,0.087
519738,Nhara,Savli,22.646613,73.312436,371.0,0.0,39.89,57.41,0.0,0.0,2.7,52.11,0.531,11.7,190.4,Alluvial Loamy Soil,0.296,466.0,0.9,0.92,0.317
519732,Andrakhiya,Desar,22.650172,73.392421,188.0,0.0,9.63,87.17,0.0,0.0,3.21,61.35,0.348,11.7,190.4,Alluvial Loamy Soil,0.35,469.2,0.75,0.92,0.07
519737,Gutardi,Savli,22.642703,73.334373,518.0,0.0,23.7,67.82,0.0,0.0,6.74,45.74,0.417,11.25,185.0,Alluvial Loamy Soil,0.293,463.3,0.9,0.92,0.345
519736,Sandhasal,Desar,22.644957,73.351477,798.0,0.0,0.0,79.05,0.0,9.03,4.14,74.6,0.251,12.15,195.8,Alluvial Loamy Soil,0.3,470.5,0.75,0.92,1.056
519735,Vav,Desar,22.641302,73.3653,238.0,0.0,0.0,93.78,0.0,0.0,6.22,40.76,0.281,13.05,206.6,Alluvial Loamy Soil,0.306,475.8,0.75,0.92,1.439
519740,Ajabpura,Savli,22.641095,73.26504,761.0,0.0,48.09,49.41,0.0,0.0,2.5,74.47,0.581,12.15,195.8,Alluvial Loamy Soil,0.306,467.9,0.9,0.92,0.846
519741,Amarapura,Savli,22.630837,73.247017,558.0,0.0,30.47,46.77,0.0,0.0,22.76,45.98,0.415,11.25,185.0,Alluvial Loamy Soil,0.294,472.5,0.9,0.92,0.215
519745,Zumkha,Savli,22.628964,73.320551,254.0,0.0,16.86,80.0,0.0,0.0,3.14,60.29,0.392,12.6,201.2,Alluvial Loamy Soil,0.305,467.9,0.75,0.92,1.354
519746,Dipapura,Savli,22.627892,73.344346,301.0,0.0,12.62,79.73,0.0,0.0,7.64,62.5,0.353,11.7,190.4,Alluvial Loamy Soil,0.295,462.7,0.75,0.92,0.833
519751,Vitoj,Savli,22.612199,73.311078,425.0,0.0,7.06,71.76,0.0,19.06,2.12,49.18,0.307,12.15,195.8,Alluvial Loamy Soil,0.303,479.7,0.75,0.92,0.264
519742,Kalupura,Savli,22.620001,73.252806,109.0,42.2,19.27,37.61,0.0,0.0,0.92,48.78,0.295,11.7,190.4,Alluvial Loamy Soil,0.296,468.6,0.9,0.92,0.784
519749,Narpura,Savli,22.612873,73.347288,66.0,0.0,0.0,80.3,0.0,0.0,19.7,75.47,0.241,13.95,217.4,Alluvial Loamy Soil,0.301,475.1,0.75,0.92,1.656
519752,Samantpura,Savli,22.610941,73.290607,129.0,0.0,27.91,67.44,0.0,0.0,4.65,68.97,0.454,13.05,206.6,Alluvial Loamy Soil,0.303,466.0,0.9,0.92,0.431
519757,Rupankui,Savli,22.603019,73.212801,583.0,0.0,34.99,59.52,0.0,0.0,5.49,72.05,0.493,11.25,185.0,Alluvial Loamy Soil,0.284,470.5,0.9,0.92,1.679
519755,Rasawadi,Savli,22.606542,73.250407,163.0,0.0,0.61,82.82,0.0,4.91,11.66,74.07,0.261,11.7,190.4,Alluvial Loamy Soil,0.295,466.0,0.75,0.92,2.275
519753,Gangadiyapura,Savli,22.602837,73.281439,92.0,0.0,0.0,89.01,0.0,0.0,10.99,75.31,0.267,11.7,190.4,Alluvial Loamy Soil,0.286,465.3,0.75,0.92,0.871
519760,Dungrapura,Savli,22.599649,73.324299,1168.0,0.0,8.14,68.72,0.0,0.0,23.14,87.28,0.279,12.15,195.8,Alluvial Loamy Soil,0.298,469.2,0.9,0.92,0.27
519758,Kanoda,Savli,22.596876,73.199142,578.0,0.0,32.64,60.45,0.0,0.0,6.91,85.71,0.475,11.25,185.0,Alluvial Loamy Soil,0.29,464.7,0.9,0.92,1.113
519759,Rasulpur,Savli,22.594845,73.232122,399.0,0.0,0.5,87.5,0.0,0.0,12.0,71.14,0.267,10.8,179.6,Alluvial Loamy Soil,0.305,471.8,0.75,0.92,2.111
519763,Vasanpura,Savli,22.584223,73.309628,908.0,0.0,2.39,79.78,2.61,4.78,10.43,86.1,0.284,12.15,195.8,Alluvial Loamy Soil,0.302,465.3,0.75,0.92,2.404
519766,Poicha Kanoda,Savli,22.583638,73.180915,1061.0,0.0,15.25,66.67,0.0,0.28,17.8,84.87,0.338,11.25,185.0,Alluvial Loamy Soil,0.286,470.5,0.9,0.92,1.782
519764,Muval,Savli,22.578348,73.26441,1829.0,0.0,1.26,69.37,0.0,9.9,19.47,100.0,0.234,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.035,0.396
519761,Tulsipura,Savli,22.567101,73.363504,1044.0,0.0,4.21,83.62,0.0,4.89,7.28,60.14,0.296,12.6,201.2,Alluvial Loamy Soil,0.298,466.6,0.75,0.92,2.099
519762,Kamalpura,Savli,22.574665,73.339106,615.0,0.0,1.14,91.06,0.0,5.04,2.76,69.11,0.291,11.7,190.4,Alluvial Loamy Soil,0.298,469.9,0.75,0.92,2.114
519767,Mevaliapura,Savli,22.571804,73.181615,109.0,0.0,0.0,83.33,0.0,11.11,5.56,66.67,0.267,12.15,195.8,Alluvial Loamy Soil,0.289,469.2,0.75,0.92,2.609
519765,Sardarpura,Savli,22.567424,73.196341,92.0,0.0,0.0,90.22,0.0,5.43,4.35,60.24,0.279,12.6,201.2,Alluvial Loamy Soil,0.295,471.8,0.75,0.6859999999999999,3.159
519771,Moti Bhadol,Savli,22.548218,73.316037,906.0,0.0,0.77,90.29,0.0,8.94,0.0,77.14,0.291,11.7,190.4,Alluvial Loamy Soil,0.307,466.0,0.75,0.92,1.445
519770,Charanpura,Savli,22.561883,73.301134,421.0,0.0,0.0,95.48,0.0,2.38,1.9,94.76,0.29,12.6,201.2,Alluvial Loamy Soil,0.297,469.2,0.75,0.6859999999999999,3.446
519769,Javla,Savli,22.552921,73.254503,882.0,0.0,0.23,80.39,0.0,4.76,14.63,14.39,0.25,13.05,206.6,Alluvial Loamy Soil,0.311,471.2,0.75,0.92,1.779
519772,Vadiya K,Savli,22.55089,73.339853,572.0,0.0,0.0,76.36,0.0,0.0,23.64,57.34,0.229,12.15,195.8,Alluvial Loamy Soil,0.294,467.9,0.75,0.92,1.222
519784,Gothada,Savli,22.535905,73.224501,2446.0,0.0,0.82,83.07,3.02,6.2,1.46,74.17,0.284,10.8,179.6,Alluvial Loamy Soil,0.285,468.6,0.75,0.92,1.339
519782,Sherpura,Savli,22.546389,73.290402,1013.0,0.0,0.79,94.08,0.0,1.88,3.26,98.64,0.292,12.6,201.2,Alluvial Loamy Soil,0.311,472.5,0.75,0.92,2.688
519773,Mal Ankaliya,Savli,22.546901,73.358528,499.0,0.0,0.4,88.6,0.0,5.0,6.0,73.36,0.277,10.8,179.6,Alluvial Loamy Soil,0.299,467.9,0.75,0.92,2.656
519774,Kambola,Savli,22.539939,73.389336,631.0,0.0,0.0,89.54,0.0,5.07,5.39,75.22,0.276,10.35,174.2,Alluvial Loamy Soil,0.297,466.0,0.75,0.6859999999999999,3.213
519779,Ranipura Samlaya,Savli,22.52818,73.342841,102.0,0.0,11.76,54.9,0.0,33.33,0.0,53.57,0.321,12.15,195.8,Alluvial Loamy Soil,0.3,467.9,0.9,0.92,1.733
519780,Nani Bhadol,Savli,22.522203,73.317746,951.0,0.0,1.26,72.87,0.0,5.05,20.82,72.15,0.238,11.7,190.4,Alluvial Loamy Soil,0.299,467.3,0.75,0.92,0.92
519783,Karachiya,Savli,22.526843,73.263858,656.0,0.0,1.52,65.24,0.0,5.03,24.7,72.43,0.217,12.15,195.8,Alluvial Loamy Soil,0.311,469.2,0.9,0.92,0.277
519781,Samlaya,Savli,22.523995,73.290581,1190.0,0.0,0.64,88.5,8.53,0.56,1.77,63.64,0.323,12.15,195.8,Alluvial Loamy Soil,0.306,467.9,0.75,0.92,0.634
519785,Ranchhodpura,Savli,22.532442,73.183961,125.0,0.0,0.0,85.6,0.0,0.0,14.4,100.0,0.257,12.6,201.2,Alluvial Loamy Soil,0.291,471.2,0.75,0.92,2.142
519777,Mudhela,Savli,22.50827,73.397671,626.0,0.0,2.93,69.6,7.72,0.93,18.67,66.96,0.283,12.6,201.2,Alluvial Loamy Soil,0.303,471.8,0.9,0.92,0.799
519778,Ghantiyal,Savli,22.517542,73.377275,680.0,0.0,0.15,90.71,0.0,4.57,4.57,78.05,0.28,12.6,201.2,Alluvial Loamy Soil,0.299,471.2,0.75,0.92,0.591
519796,Bautha,Savli,22.511578,73.213664,412.0,0.0,6.07,80.58,0.0,5.83,7.52,87.35,0.305,11.25,185.0,Alluvial Loamy Soil,0.29,470.5,0.75,0.92,0.59
519798,Pasva,Savli,22.501273,73.255812,782.0,0.0,2.94,87.72,0.0,5.12,3.2,51.17,0.297,11.25,185.0,Alluvial Loamy Soil,0.311,473.8,0.75,0.92,0.474
519799,Mota Motipura,Savli,22.504195,73.273909,453.0,0.0,0.44,91.63,0.0,0.0,7.93,60.1,0.279,11.7,190.4,Alluvial Loamy Soil,0.312,469.9,0.75,0.92,0.689
519802,Lotna,Savli,22.504372,73.36037,530.0,0.0,2.26,89.62,0.0,4.53,3.4,68.35,0.296,12.6,201.2,Alluvial Loamy Soil,0.304,465.3,0.75,0.92,1.12
519801,Gangadiya,Savli,22.505454,73.33713,1409.0,0.0,1.99,86.72,0.0,4.4,6.89,50.12,0.285,13.05,206.6,Alluvial Loamy Soil,0.305,469.9,0.75,0.92,2.853
519800,Pratapnagar,Savli,22.499167,73.293923,662.0,0.0,0.0,86.84,0.0,2.27,7.72,52.26,0.264,12.15,195.8,Alluvial Loamy Soil,0.301,471.2,0.75,0.92,1.323
519805,Vadadala,Savli,22.486995,73.319058,559.0,0.0,2.5,60.18,0.36,3.93,33.04,68.25,0.211,11.25,185.0,Alluvial Loamy Soil,0.303,465.3,0.9,0.92,0.568
519797,Lasundra,Savli,22.501698,73.232756,497.0,5.84,4.02,80.89,0.0,2.01,0.6,42.39,0.283,11.7,190.4,Alluvial Loamy Soil,0.295,466.0,0.75,0.92,0.504
519803,Sadra,Savli,22.501871,73.377151,304.0,0.0,1.32,86.18,0.0,5.59,6.91,75.48,0.279,13.5,212.0,Alluvial Loamy Soil,0.302,470.5,0.75,0.92,0.436
519809,Tundav,Savli,22.482954,73.20198,1431.0,3.42,2.73,84.7,0.0,1.4,7.76,49.92,0.281,11.25,185.0,Alluvial Loamy Soil,0.281,469.2,0.75,0.92,1.079
519804,Adalwada,Savli,22.483591,73.353783,578.0,0.0,1.38,62.13,1.38,4.3,30.81,96.67,0.214,11.25,185.0,Alluvial Loamy Soil,0.311,467.9,0.9,0.92,0.991
519807,Subhelav,Savli,22.48513,73.244201,444.0,0.0,2.25,69.37,0.0,4.95,23.42,38.96,0.236,11.25,185.0,Alluvial Loamy Soil,0.31,471.2,0.9,0.92,1.028
519808,Paldi,Savli,22.480526,73.22466,327.0,0.0,0.92,88.65,0.0,2.76,7.67,36.33,0.278,12.15,195.8,Alluvial Loamy Soil,0.294,467.3,0.75,0.92,1.26
519822,Dhanora,Savli,22.46833,73.335342,281.0,0.0,12.15,74.31,5.56,4.86,3.12,83.18,0.373,11.7,190.4,Alluvial Loamy Soil,0.309,468.6,0.75,0.92,0.916
519806,Chandranagar,Savli,22.474179,73.25903,517.0,0.0,5.61,72.15,0.0,0.0,22.24,53.62,0.267,12.15,195.8,Alluvial Loamy Soil,0.303,468.6,0.75,0.92,2.186
519814,Lamdapura,Savli,22.468742,73.226131,324.0,0.0,0.0,87.04,0.0,5.25,7.72,46.1,0.269,11.7,190.4,Alluvial Loamy Soil,0.284,465.3,0.75,0.92,1.817
519813,Manjusar,Savli,22.443886,73.19595,1405.0,0.0,4.91,58.08,0.0,0.64,36.37,87.75,0.219,11.25,185.0,Alluvial Loamy Soil,0.293,477.7,0.9,0.92,1.162
519816,Alindra,Savli,22.453463,73.236236,842.0,0.0,0.37,94.49,0.0,1.35,3.79,44.04,0.289,12.15,195.8,Alluvial Loamy Soil,0.292,469.2,0.75,0.92,1.129
519819,Khokhar,Savli,22.458132,73.261182,345.0,0.0,2.02,73.7,0.0,12.43,11.85,34.51,0.258,13.05,206.6,Alluvial Loamy Soil,0.309,471.2,0.75,0.92,1.027
519812,Kunpad,Savli,22.456832,73.177151,525.0,0.0,1.33,90.29,0.0,4.38,4.0,42.19,0.289,12.6,201.2,Alluvial Loamy Soil,0.296,482.9,0.75,0.92,0.275
519823,Haripura,Savli,22.455581,73.339935,660.0,0.0,3.23,65.81,22.07,3.77,5.11,51.12,0.365,11.25,185.0,Alluvial Loamy Soil,0.303,469.2,0.9,0.92,0.391
519821,Garadhiya,Savli,22.452432,73.313987,493.0,0.0,2.23,80.32,0.0,8.92,7.1,66.33,0.274,12.15,195.8,Alluvial Loamy Soil,0.3,473.1,0.75,0.92,0.367
519815,Zumkal,Savli,22.450561,73.219561,222.0,0.0,0.9,91.44,0.0,4.95,2.7,34.48,0.29,11.7,190.4,Alluvial Loamy Soil,0.29,467.9,0.75,0.92,0.759
519723,Raipura Chhatrapura,Desar,22.665258,73.347779,486.0,0.0,8.85,84.16,0.0,2.67,4.32,88.02,0.336,11.7,190.4,Alluvial Loamy Soil,0.296,467.9,0.75,0.92,1.373
519739,Gulabpura Shihora,Savli,22.632917,73.293216,238.0,0.0,57.38,42.62,0.0,0.0,0.0,69.31,0.644,11.7,190.4,Alluvial Loamy Soil,0.297,469.2,0.9,0.92,0.185
519744,Gokalpura Ganeshpura,Savli,22.617289,73.293158,360.0,0.0,35.0,60.28,0.0,0.0,4.72,87.56,0.496,12.15,195.8,Alluvial Loamy Soil,0.301,469.2,0.9,0.92,1.101
519743,Parthampura Shihora,Savli,22.614948,73.270947,825.0,0.0,6.55,78.42,0.0,7.39,1.94,26.12,0.305,12.6,201.2,Alluvial Loamy Soil,0.293,466.0,0.75,0.92,0.121
519754,Dungripura Shihora,Savli,22.603431,73.264854,173.0,0.0,30.64,65.9,0.0,0.0,3.47,87.72,0.473,11.7,190.4,Alluvial Loamy Soil,0.294,467.9,0.9,0.92,1.487
519820,Vemar,Savli,22.469814,73.281217,837.0,0.0,3.7,84.11,0.0,7.89,4.3,4.69,0.297,12.6,201.2,Alluvial Loamy Soil,0.305,468.6,0.75,0.92,1.289
519928,Bodidra,Vaghodia,22.478356,73.379884,583.0,0.0,1.03,79.38,0.0,5.15,14.43,45.45,0.255,11.7,190.4,Alluvial Loamy Soil,0.293,469.2,0.75,0.92,0.199
519934,Paldi,Vaghodia,22.455265,73.359683,573.0,0.0,2.3,49.67,11.84,7.89,28.29,59.6,0.253,10.8,179.6,Alluvial Loamy Soil,0.303,471.2,0.9,0.92,0.57
519933,Asoj,Vaghodia,22.458691,73.390985,638.0,0.0,3.3,74.66,8.7,4.8,8.55,62.25,0.313,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.75,0.039,0.191
253247,Savli,Savli,22.568753,73.224165,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,1.157
519688,Udalpur,Desar,22.802194,73.396022,391.0,0.0,5.38,70.51,0.0,4.1,20.0,58.91,0.266,11.25,185.0,Alluvial Loamy Soil,0.347,467.9,0.75,0.92,0.163
519691,Jambu Goral,Desar,22.775084,73.333488,1414.0,0.0,16.47,78.8,0.0,1.2,3.53,80.72,0.386,11.25,185.0,Alluvial Loamy Soil,0.332,467.3,0.75,0.92,0.982
519692,Varsada,Desar,22.762475,73.300533,2098.0,0.0,8.67,84.7,0.0,3.53,3.1,49.97,0.337,11.7,190.4,Alluvial Loamy Soil,0.31,471.8,0.75,0.92,2.541
519701,Vejpur,Desar,22.742463,73.36421,2792.0,0.0,0.11,88.36,0.0,4.69,6.84,89.21,0.273,12.6,201.2,Alluvial Loamy Soil,0.331,465.3,0.75,0.92,2.527
519693,Waghpura,Desar,22.760329,73.26441,86.0,0.0,41.38,55.17,0.0,2.3,1.15,47.92,0.541,10.8,179.6,Alluvial Loamy Soil,0.298,467.3,0.9,0.92,0.838
519694,Tansiya,Desar,22.750929,73.274869,154.0,0.0,3.85,74.62,0.0,17.69,3.85,46.39,0.285,10.35,174.2,Alluvial Loamy Soil,0.295,469.9,0.75,0.92,1.912
519699,Desar,Desar,22.724372,73.31478,1710.0,0.0,0.76,81.06,0.23,0.12,17.83,85.58,0.252,11.25,185.0,Alluvial Loamy Soil,0.304,469.9,0.75,0.92,1.036
519695,Himmatpura,Desar,22.742906,73.278312,268.0,0.0,23.51,73.51,0.0,1.49,1.49,59.9,0.434,11.25,185.0,Alluvial Loamy Soil,0.296,466.6,0.75,0.92,2.266
519696,Dungripura I,Desar,22.739024,73.271448,179.0,0.0,24.73,64.52,0.0,0.0,4.3,75.0,0.416,10.8,179.6,Alluvial Loamy Soil,0.309,469.2,0.9,0.92,1.561
519700,Valavav,Desar,22.723502,73.331573,492.0,0.0,0.81,83.74,0.0,2.85,12.6,78.88,0.263,12.6,201.2,Alluvial Loamy Soil,0.309,468.6,0.75,0.92,0.02
519697,Intvad,Desar,22.7274,73.271766,817.0,0.0,41.86,55.57,0.0,0.0,2.57,44.05,0.543,11.25,185.0,Alluvial Loamy Soil,0.31,462.0,0.9,0.92,1.594
519702,Jesar Gopari,Desar,22.707522,73.377173,457.0,0.0,5.91,86.43,0.0,3.5,4.16,96.2,0.318,11.7,190.4,Alluvial Loamy Soil,0.336,467.3,0.75,0.92,0.089
519704,Kadachhala,Desar,22.70282,73.329977,647.0,0.0,6.29,85.58,1.53,0.92,5.67,73.3,0.324,12.15,195.8,Alluvial Loamy Soil,0.305,467.3,0.75,0.92,0.559
519703,Vaktapura,Desar,22.698117,73.353822,389.0,0.0,38.56,59.38,0.0,0.0,2.06,86.58,0.525,10.8,179.6,Alluvial Loamy Soil,0.306,469.9,0.9,0.92,0.022
519705,Manekla,Desar,22.704202,73.274686,137.0,0.0,17.65,78.68,0.0,0.0,3.68,51.4,0.395,11.25,185.0,Alluvial Loamy Soil,0.305,464.7,0.75,0.92,1.317
519706,Moti Varnoli,Desar,22.692163,73.274425,158.0,0.0,8.86,74.68,0.0,10.13,6.33,84.75,0.319,12.15,195.8,Alluvial Loamy Soil,0.295,467.9,0.75,0.92,1.051
519712,Pipalchhat Vanto,Desar,22.694689,73.38464,85.0,0.0,22.35,75.29,0.0,0.0,2.35,53.12,0.427,11.7,190.4,Alluvial Loamy Soil,0.332,472.5,0.75,0.92,0.819
519707,Nani Varnoli,Desar,22.691971,73.291851,248.0,0.0,62.1,36.29,0.0,0.0,1.61,55.56,0.668,12.6,201.2,Alluvial Loamy Soil,0.293,461.4,0.9,0.92,0.687
519711,Dolatpura,Desar,22.692905,73.367228,135.0,0.0,14.81,80.74,0.0,0.0,4.44,49.54,0.376,11.7,190.4,Alluvial Loamy Soil,0.332,468.6,0.75,0.92,0.618
519713,Rampuri Narpuri,Desar,22.6889,73.381596,80.0,0.0,17.5,80.0,0.0,0.0,2.5,53.12,0.397,11.25,185.0,Alluvial Loamy Soil,0.328,468.6,0.75,0.92,1.46
519708,Chhalier,Desar,22.690042,73.310529,815.0,0.0,11.17,88.22,0.0,0.0,0.61,43.12,0.365,11.7,190.4,Alluvial Loamy Soil,0.29,465.3,0.75,0.92,0.271
519710,Ghemalpura,Desar,22.688546,73.3522,116.0,0.0,8.62,82.76,0.0,0.0,8.62,72.92,0.326,10.8,179.6,Alluvial Loamy Soil,0.306,471.8,0.75,0.92,0.808
519709,Vankaneda,Desar,22.689375,73.342643,223.0,0.0,8.07,83.86,0.0,0.0,8.07,74.87,0.324,11.25,185.0,Alluvial Loamy Soil,0.3,467.3,0.75,0.92,0.953
519718,Rajpur,Desar,22.681284,73.285408,355.0,0.0,53.73,40.68,0.0,0.31,5.28,76.34,0.606,11.25,185.0,Alluvial Loamy Soil,0.301,462.7,0.9,0.92,1.712
519726,Pipalchhat,Desar,22.683959,73.394569,115.0,0.0,5.26,91.23,0.0,0.0,3.51,48.08,0.321,12.6,201.2,Alluvial Loamy Soil,0.33,466.0,0.75,0.92,1.084
519714,Vadiya Pandu,Desar,22.681779,73.372321,146.0,0.0,42.47,50.0,0.0,0.0,7.53,52.05,0.532,12.15,195.8,Alluvial Loamy Soil,0.294,471.8,0.9,0.92,0.309
519715,Rajupura,Desar,22.678101,73.357688,215.0,0.0,20.83,74.54,0.93,0.0,3.7,49.69,0.417,11.25,185.0,Alluvial Loamy Soil,0.298,480.3,0.75,0.92,0.148
519716,Limdanu Muvadu,Desar,22.675546,73.343148,100.0,0.0,6.0,90.0,0.0,0.0,4.0,77.78,0.324,11.25,185.0,Alluvial Loamy Soil,0.294,467.9,0.75,0.92,0.181
519725,Pandu,Desar,22.67458,73.381692,239.0,0.0,10.46,71.13,0.0,0.84,17.57,52.94,0.309,11.7,190.4,Alluvial Loamy Soil,0.33,469.9,0.75,0.92,0.19
519727,Sanpiya,Desar,22.676801,73.404608,148.0,0.0,1.36,63.27,0.0,0.0,2.04,48.39,0.202,12.6,201.2,Alluvial Loamy Soil,0.338,467.9,0.9,0.92,0.031
519719,Pratappura,Desar,22.67092,73.295452,197.0,0.0,35.03,50.25,0.0,10.66,4.06,100.0,0.482,12.6,201.2,Alluvial Loamy Soil,0.298,466.6,0.9,0.92,1.69
519698,Nani Varnoli Vanto,Desar,22.711908,73.279058,103.0,0.0,5.77,89.42,0.0,0.0,3.85,75.27,0.32,10.35,174.2,Alluvial Loamy Soil,0.305,464.7,0.75,0.92,1.219
519717,Kalyan Patelnu Muvadu,Desar,22.67911,73.317626,211.0,0.94,14.15,83.96,0.0,0.0,0.94,44.94,0.379,11.7,190.4,Alluvial Loamy Soil,0.292,469.9,0.75,0.92,0.116
519776,Singaniya,Savli,22.515372,73.408679,215.0,0.0,3.26,84.65,0.0,5.12,6.98,57.69,0.291,12.15,195.8,Alluvial Loamy Soil,0.309,469.2,0.75,0.92,0.504
