village_code,village_name,subdistrict,latitude,longitude,total_population,surface_water_exposure,road_connectivity_score,drainage_quality_score,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_1hr_intensity_mm_EXTERNAL_TOFILL,rainfall_3hr_intensity_mm_EXTERNAL_TOFILL,rainfall_24hr_intensity_mm_EXTERNAL_TOFILL,antecedent_rainfall_7day_mm_EXTERNAL_TOFILL,distance_to_vishwamitri_river_km_EXTERNAL_TOFILL,historical_cloudburst_flag_EXTERNAL_TOFILL,cloudburst_exceedance_probability_TARGET,intensity_3hr,topography_rainfall,cloudburst_exposure,drainage_vulnerability
519736,Sandhasal,Desar,22.644957,73.351477,4248.0,1,2,1,92.5,12.15,0.001,95.2,162.8,250.4,302.0,1.056,1,0.921,238.0,88.06,3912.4080000000004,0.6140000000000001
519735,Vav,Desar,22.641302,73.3653,1145.0,0,2,0,95.0,13.05,0.001,94.2,161.2,248.0,306.0,1.439,1,0.949,235.5,89.49,1086.605,0.949
519740,Ajabpura,Savli,22.641095,73.26504,2222.0,1,3,0,90.0,12.15,0.003,94.2,161.2,248.0,300.0,0.846,1,0.907,235.5,84.78,2015.354,0.907
519741,Amarapura,Savli,22.630837,73.247017,2071.0,1,3,0,87.5,11.25,0.002,95.2,162.8,250.4,303.5,0.215,1,0.887,238.0,83.3,1836.977,0.887
519745,Zumkha,Savli,22.628964,73.320551,1164.0,1,2,0,95.0,12.6,0.002,95.2,162.8,250.4,300.0,1.354,1,0.937,238.0,90.44,1090.6680000000001,0.937
519746,Dipapura,Savli,22.627892,73.344346,1022.0,1,2,0,92.5,11.7,0.001,96.1,164.3,252.8,296.0,0.833,1,0.909,240.25,88.8925,928.998,0.909
519751,Vitoj,Savli,22.612199,73.311078,1667.0,1,2,1,92.5,12.15,0.001,95.2,162.8,250.4,309.1,0.264,1,0.927,238.0,88.06,1545.309,0.6180000000000001
519742,Kalupura,Savli,22.620001,73.252806,91.0,1,3,0,90.0,11.7,0.002,95.5,163.3,251.2,300.5,0.784,1,0.903,238.75,85.95,82.173,0.903
519749,Narpura,Savli,22.612873,73.347288,624.0,1,2,0,102.5,13.95,0.002,93.6,160.2,246.4,305.5,1.656,1,0.95,234.0,95.94,592.8,0.95
519752,Samantpura,Savli,22.610941,73.290607,30.0,0,2,0,92.5,13.05,0.001,95.2,162.8,250.4,298.5,0.431,1,0.938,238.0,88.06,28.139999999999997,0.938
519757,Rupankui,Savli,22.603019,73.212801,1963.0,0,2,0,90.0,11.25,0.001,94.5,161.7,248.8,302.0,1.679,1,0.89,236.25,85.05,1747.07,0.89
519755,Rasawadi,Savli,22.606542,73.250407,1152.0,0,3,0,92.5,11.7,0.001,95.5,163.3,251.2,298.5,2.275,1,0.908,238.75,88.3375,1046.016,0.908
519753,Gangadiyapura,Savli,22.602837,73.281439,416.0,0,2,0,90.0,11.7,0.001,94.8,162.2,249.6,298.0,0.871,1,0.898,237.0,85.32,373.568,0.898
519760,Dungrapura,Savli,22.599649,73.324299,358.0,1,2,1,92.5,12.15,0.001,95.8,163.8,252.0,301.0,0.27,1,0.922,239.5,88.615,330.076,0.6146666666666668
519758,Kanoda,Savli,22.596876,73.199142,4854.0,1,2,0,87.5,11.25,0.001,94.2,161.2,248.0,297.5,1.113,1,0.878,235.5,82.425,4261.812,0.878
519759,Rasulpur,Savli,22.594845,73.232122,1466.0,1,3,1,87.5,10.8,0.0,94.5,161.7,248.8,303.0,2.111,1,0.874,236.25,82.6875,1281.284,0.5826666666666668
519763,Vasanpura,Savli,22.584223,73.309628,920.0,0,2,0,92.5,12.15,0.001,95.5,163.3,251.2,298.0,2.404,1,0.918,238.75,88.3375,844.5600000000001,0.918
519766,Poicha Kanoda,Savli,22.583638,73.180915,5020.0,1,3,0,87.5,11.25,0.001,93.9,160.7,247.2,302.0,1.782,1,0.881,234.75,82.1625,4422.62,0.881
519764,Muval,Savli,22.578348,73.26441,1873.0,1,2,2,25.0,0.2,0.0,45.6,78.0,120.0,238.0,0.396,0,0.388,114.0,11.4,726.724,0.12933333333333336
519761,Tulsipura,Savli,22.567101,73.363504,1344.0,1,2,0,95.0,12.6,0.001,94.5,161.7,248.8,299.0,2.099,1,0.934,236.25,89.775,1255.296,0.934
519762,Kamalpura,Savli,22.574665,73.339106,607.0,1,2,0,90.0,11.7,0.001,94.2,161.2,248.0,301.5,2.114,1,0.898,235.5,84.78,545.086,0.898
519767,Mevaliapura,Savli,22.571804,73.181615,1130.0,1,2,0,92.5,12.15,0.001,94.5,161.7,248.8,301.0,2.609,1,0.917,236.25,87.4125,1036.21,0.917
519765,Sardarpura,Savli,22.567424,73.196341,526.0,1,2,0,95.0,12.6,0.05,93.9,160.7,247.2,303.0,3.159,1,0.935,234.75,89.205,491.81,0.935
519771,Moti Bhadol,Savli,22.548218,73.316037,1557.0,1,3,0,90.0,11.7,0.0,94.2,161.2,248.0,298.5,1.445,1,0.896,235.5,84.78,1395.0720000000001,0.896
519770,Charanpura,Savli,22.561883,73.301134,930.0,0,2,0,95.0,12.6,0.05,94.2,161.2,248.0,301.0,3.446,1,0.934,235.5,89.49,868.62,0.934
519769,Javla,Savli,22.552921,73.254503,781.0,0,3,1,92.5,13.05,0.001,94.5,161.7,248.8,302.5,1.779,1,0.939,236.25,87.4125,733.3589999999999,0.626
519772,Vadiya K,Savli,22.55089,73.339853,1396.0,1,3,0,92.5,12.15,0.0,94.8,162.2,249.6,300.0,1.222,1,0.917,237.0,87.69,1280.132,0.917
519784,Gothada,Savli,22.535905,73.224501,9347.0,1,3,0,85.0,10.8,0.001,94.2,161.2,248.0,300.5,1.339,1,0.864,235.5,80.07,8075.808,0.864
519782,Sherpura,Savli,22.546389,73.290402,1461.0,0,3,0,95.0,12.6,0.0,94.5,161.7,248.8,303.5,2.688,1,0.937,236.25,89.775,1368.957,0.937
519773,Mal Ankaliya,Savli,22.546901,73.358528,1007.0,0,3,0,85.0,10.8,0.0,94.5,161.7,248.8,300.0,2.656,1,0.865,236.25,80.325,871.055,0.865
519774,Kambola,Savli,22.539939,73.389336,985.0,1,3,2,85.0,10.35,0.05,94.8,162.2,249.6,298.5,3.213,1,0.855,237.0,80.58,842.175,0.28500000000000003
519779,Ranipura Samlaya,Savli,22.52818,73.342841,2038.0,0,3,1,92.5,12.15,0.0,94.5,161.7,248.8,300.0,1.733,1,0.916,236.25,87.4125,1866.808,0.6106666666666668
519780,Nani Bhadol,Savli,22.522203,73.317746,1465.0,1,2,0,87.5,11.7,0.0,94.8,162.2,249.6,299.5,0.92,1,0.892,237.0,82.95,1306.78,0.892
519783,Karachiya,Savli,22.526843,73.263858,1387.0,1,3,0,92.5,12.15,0.001,89.7,153.4,236.0,301.0,0.277,1,0.898,224.25,82.9725,1245.526,0.898
519781,Samlaya,Savli,22.523995,73.290581,2232.0,1,2,2,92.5,12.15,0.001,94.8,162.2,249.6,300.0,0.634,1,0.917,237.0,87.69,2046.7440000000001,0.3056666666666667
519785,Ranchhodpura,Savli,22.532442,73.183961,1569.0,1,2,0,97.5,12.6,0.0,93.9,160.7,247.2,302.5,2.142,1,0.942,234.75,91.5525,1477.9979999999998,0.942
519777,Mudhela,Savli,22.50827,73.397671,734.0,1,2,1,95.0,12.6,0.001,93.6,160.2,246.4,303.0,0.799,1,0.933,234.0,88.92,684.822,0.6220000000000001
519778,Ghantiyal,Savli,22.517542,73.377275,1385.0,1,2,1,95.0,12.6,0.0,94.5,161.7,248.8,302.5,0.591,1,0.937,236.25,89.775,1297.7450000000001,0.6246666666666668
519796,Bautha,Savli,22.511578,73.213664,1541.0,1,2,1,87.5,11.25,0.001,93.9,160.7,247.2,302.0,0.59,1,0.881,234.75,82.1625,1357.621,0.5873333333333334
519798,Pasva,Savli,22.501273,73.255812,1155.0,1,2,0,87.5,11.25,0.001,93.6,160.2,246.4,304.5,0.474,1,0.881,234.0,81.89999999999999,1017.555,0.881
519799,Mota Motipura,Savli,22.504195,73.273909,312.0,0,3,1,87.5,11.7,0.001,93.6,160.2,246.4,301.5,0.689,1,0.889,234.0,81.89999999999999,277.368,0.5926666666666668
519802,Lotna,Savli,22.504372,73.36037,1669.0,1,2,2,95.0,12.6,0.0,94.5,161.7,248.8,298.0,1.12,1,0.933,236.25,89.775,1557.1770000000001,0.31100000000000005
519801,Gangadiya,Savli,22.505454,73.33713,2265.0,1,2,0,97.5,13.05,0.0,93.9,160.7,247.2,301.5,2.853,1,0.95,234.75,91.5525,2151.75,0.95
519800,Pratapnagar,Savli,22.499167,73.293923,1488.0,0,3,1,92.5,12.15,0.0,93.0,159.1,244.8,302.5,1.323,1,0.912,232.5,86.025,1357.056,0.6080000000000001
519805,Vadadala,Savli,22.486995,73.319058,966.0,1,3,1,90.0,11.25,0.0,94.2,161.2,248.0,298.0,0.568,1,0.885,235.5,84.78,854.91,0.5900000000000001
519797,Lasundra,Savli,22.501698,73.232756,1261.0,1,2,1,87.5,11.7,0.001,93.6,160.2,246.4,298.5,0.504,1,0.886,234.0,81.89999999999999,1117.246,0.5906666666666668
519803,Sadra,Savli,22.501871,73.377151,649.0,1,2,1,100.0,13.5,0.0,94.2,161.2,248.0,302.0,0.436,1,0.95,235.5,94.2,616.55,0.6333333333333334
519809,Tundav,Savli,22.482954,73.20198,6102.0,1,3,0,85.0,11.25,0.001,93.0,159.1,244.8,301.0,1.079,1,0.869,232.5,79.05,5302.638,0.869
519804,Adalwada,Savli,22.483591,73.353783,672.0,0,2,1,87.5,11.25,0.001,94.5,161.7,248.8,300.0,0.991,1,0.881,236.25,82.6875,592.032,0.5873333333333334
519807,Subhelav,Savli,22.48513,73.244201,590.0,1,1,1,85.0,11.25,0.001,94.2,161.2,248.0,302.5,1.028,1,0.875,235.5,80.07,516.25,0.5833333333333334
519808,Paldi,Savli,22.480526,73.22466,749.0,0,2,0,87.5,12.15,0.001,93.9,160.7,247.2,299.5,1.26,1,0.898,234.75,82.1625,672.602,0.898
519822,Dhanora,Savli,22.46833,73.335342,1254.0,0,2,1,87.5,11.7,0.001,89.7,153.4,236.0,300.5,0.916,1,0.872,224.25,78.4875,1093.488,0.5813333333333334
519806,Chandranagar,Savli,22.474179,73.25903,191.0,0,2,1,92.5,12.15,0.001,93.9,160.7,247.2,300.5,2.186,1,0.914,234.75,86.8575,174.574,0.6093333333333334
519814,Lamdapura,Savli,22.468742,73.226131,880.0,1,2,0,90.0,11.7,0.001,93.9,160.7,247.2,298.0,1.817,1,0.894,234.75,84.51,786.72,0.894
519813,Manjusar,Savli,22.443886,73.19595,5001.0,1,3,2,87.5,11.25,0.001,93.9,160.7,247.2,307.6,1.162,1,0.885,234.75,82.1625,4425.885,0.29500000000000004
519816,Alindra,Savli,22.453463,73.236236,622.0,1,2,0,92.5,12.15,0.0,93.6,160.2,246.4,301.0,1.129,1,0.913,234.0,86.58,567.886,0.913
519819,Khokhar,Savli,22.458132,73.261182,1108.0,1,2,0,97.5,13.05,0.0,93.3,159.6,245.6,302.5,1.027,1,0.95,233.25,90.9675,1052.6,0.95
519812,Kunpad,Savli,22.456832,73.177151,2788.0,0,2,0,95.0,12.6,0.001,94.5,161.7,248.8,311.6,0.275,1,0.944,236.25,89.775,2631.872,0.944
519823,Haripura,Savli,22.455581,73.339935,741.0,1,2,1,87.5,11.25,0.001,93.3,159.6,245.6,301.0,0.391,1,0.877,233.25,81.6375,649.857,0.5846666666666668
519821,Garadhiya,Savli,22.452432,73.313987,1719.0,1,3,1,92.5,12.15,0.001,94.5,161.7,248.8,304.0,0.367,1,0.92,236.25,87.4125,1581.48,0.6133333333333334
519815,Zumkal,Savli,22.450561,73.219561,271.0,1,2,0,90.0,11.7,0.001,93.6,160.2,246.4,300.0,0.759,1,0.895,234.0,84.24,242.54500000000002,0.895
519723,Raipura Chhatrapura,Desar,22.665258,73.347779,426.0,1,2,0,90.0,11.7,0.002,94.8,162.2,249.6,300.0,1.373,1,0.9,237.0,85.32,383.40000000000003,0.9
519739,Gulabpura Shihora,Savli,22.632917,73.293216,581.0,1,2,1,90.0,11.7,0.002,95.2,162.8,250.4,301.0,0.185,1,0.902,238.0,85.68,524.062,0.6013333333333334
519744,Gokalpura Ganeshpura,Savli,22.617289,73.293158,588.0,1,2,1,92.5,12.15,0.002,94.8,162.2,249.6,301.0,1.101,1,0.918,237.0,87.69,539.784,0.6120000000000001
519743,Parthampura Shihora,Savli,22.614948,73.270947,2363.0,1,2,1,95.0,12.6,0.001,94.5,161.7,248.8,298.5,0.121,1,0.933,236.25,89.775,2204.679,0.6220000000000001
519754,Dungripura Shihora,Savli,22.603431,73.264854,490.0,1,2,0,90.0,11.7,0.001,94.2,161.2,248.0,300.0,1.487,1,0.897,235.5,84.78,439.53000000000003,0.897
519820,Vemar,Savli,22.469814,73.281217,1971.0,0,2,1,95.0,12.6,0.0,93.9,160.7,247.2,300.5,1.289,1,0.932,234.75,89.205,1836.9720000000002,0.6213333333333334
519928,Bodidra,Vaghodia,22.478356,73.379884,1047.0,1,2,1,90.0,11.7,0.001,93.6,160.2,246.4,301.0,0.199,1,0.896,234.0,84.24,938.112,0.5973333333333334
519934,Paldi,Vaghodia,22.455265,73.359683,1260.0,1,2,1,85.0,10.8,0.001,93.6,160.2,246.4,302.5,0.57,1,0.863,234.0,79.55999999999999,1087.3799999999999,0.5753333333333334
519933,Asoj,Vaghodia,22.458691,73.390985,1952.0,1,3,1,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.191,0,0.388,114.0,11.4,757.376,0.2586666666666667
253247,Savli,Savli,22.568753,73.224165,18467.0,0,0,0,82.5,0.2,0.001,45.6,78.0,120.0,238.0,1.157,0,0.391,114.0,37.62,7220.597000000001,0.391
519688,Udalpur,Desar,22.802194,73.396022,859.0,1,3,1,87.5,11.25,0.001,95.2,162.8,250.4,300.0,0.163,1,0.884,238.0,83.3,759.356,0.5893333333333334
519691,Jambu Goral,Desar,22.775084,73.333488,4203.0,1,2,0,90.0,11.25,0.0,95.5,163.3,251.2,299.5,0.982,1,0.892,238.75,85.95,3749.076,0.892
519692,Varsada,Desar,22.762475,73.300533,8683.0,1,3,2,90.0,11.7,0.0,94.8,162.2,249.6,303.0,2.541,1,0.902,237.0,85.32,7832.066,0.3006666666666667
519701,Vejpur,Desar,22.742463,73.36421,3511.0,1,2,2,95.0,12.6,0.0,94.8,162.2,249.6,298.0,2.527,1,0.934,237.0,90.06,3279.2740000000003,0.3113333333333334
519693,Waghpura,Desar,22.760329,73.26441,208.0,1,2,1,85.0,10.8,0.001,94.8,162.2,249.6,299.5,0.838,1,0.865,237.0,80.58,179.92,0.5766666666666668
519694,Tansiya,Desar,22.750929,73.274869,917.0,0,2,0,82.5,10.35,0.001,94.8,162.2,249.6,301.5,1.912,1,0.851,237.0,78.21,780.367,0.851
519699,Desar,Desar,22.724372,73.31478,6396.0,1,2,2,90.0,11.25,0.0,89.1,152.4,234.4,301.5,1.036,1,0.868,222.75,80.19,5551.728,0.2893333333333334
519695,Himmatpura,Desar,22.742906,73.278312,1095.0,0,2,0,87.5,11.25,0.001,94.8,162.2,249.6,299.0,2.266,1,0.882,237.0,82.95,965.79,0.882
519696,Dungripura I,Desar,22.739024,73.271448,1110.0,0,2,0,85.0,10.8,0.001,94.8,162.2,249.6,301.0,1.561,1,0.867,237.0,80.58,962.37,0.867
519700,Valavav,Desar,22.723502,73.331573,904.0,1,3,1,95.0,12.6,0.0,95.5,163.3,251.2,300.5,0.02,1,0.939,238.75,90.725,848.856,0.626
519697,Intvad,Desar,22.7274,73.271766,1693.0,1,2,0,85.0,11.25,0.001,95.5,163.3,251.2,295.5,1.594,1,0.874,238.75,81.175,1479.682,0.874
519702,Jesar Gopari,Desar,22.707522,73.377173,1881.0,0,2,1,95.0,11.7,0.001,95.5,163.3,251.2,299.5,0.089,1,0.917,238.75,90.725,1724.8770000000002,0.6113333333333334
519704,Kadachhala,Desar,22.70282,73.329977,1724.0,1,3,0,95.0,12.15,0.001,94.8,162.2,249.6,299.5,0.559,1,0.924,237.0,90.06,1592.976,0.924
519703,Vaktapura,Desar,22.698117,73.353822,1184.0,0,2,1,87.5,10.8,0.001,95.8,163.8,252.0,301.5,0.022,1,0.878,239.5,83.825,1039.552,0.5853333333333334
519705,Manekla,Desar,22.704202,73.274686,572.0,1,2,0,87.5,11.25,0.001,95.5,163.3,251.2,297.5,1.317,1,0.883,238.75,83.5625,505.076,0.883
519706,Moti Varnoli,Desar,22.692163,73.274425,1388.0,0,2,0,87.5,12.15,0.001,94.8,162.2,249.6,300.0,1.051,1,0.902,237.0,82.95,1251.976,0.902
519712,Pipalchhat Vanto,Desar,22.694689,73.38464,310.0,1,2,1,87.5,11.7,0.001,95.2,162.8,250.4,303.5,0.819,1,0.897,238.0,83.3,278.07,0.5980000000000001
519707,Nani Varnoli,Desar,22.691971,73.291851,263.0,1,2,0,95.0,12.6,0.001,94.5,161.7,248.8,295.0,0.687,1,0.93,236.25,89.775,244.59,0.93
519711,Dolatpura,Desar,22.692905,73.367228,484.0,1,2,1,87.5,11.7,0.001,96.1,164.3,252.8,300.5,0.618,1,0.898,240.25,84.0875,434.632,0.5986666666666668
519713,Rampuri Narpuri,Desar,22.6889,73.381596,508.0,1,2,1,87.5,11.25,0.002,95.5,163.3,251.2,300.5,1.46,1,0.886,238.75,83.5625,450.088,0.5906666666666668
519708,Chhalier,Desar,22.690042,73.310529,4027.0,1,2,0,90.0,11.7,0.001,94.2,161.2,248.0,298.0,0.271,1,0.895,235.5,84.78,3604.165,0.895
519710,Ghemalpura,Desar,22.688546,73.3522,404.0,1,2,0,85.0,10.8,0.001,94.8,162.2,249.6,303.0,0.808,1,0.868,237.0,80.58,350.672,0.868
519709,Vankaneda,Desar,22.689375,73.342643,1543.0,0,3,1,87.5,11.25,0.001,95.5,163.3,251.2,299.5,0.953,1,0.885,238.75,83.5625,1365.555,0.5900000000000001
519718,Rajpur,Desar,22.681284,73.285408,578.0,1,2,0,87.5,11.25,0.001,94.5,161.7,248.8,296.0,1.712,1,0.878,236.25,82.6875,507.484,0.878
519726,Pipalchhat,Desar,22.683959,73.394569,738.0,1,2,1,95.0,12.6,0.001,95.2,162.8,250.4,298.5,1.084,1,0.936,238.0,90.44,690.768,0.6240000000000001
519714,Vadiya Pandu,Desar,22.681779,73.372321,226.0,0,2,0,92.5,12.15,0.002,96.4,164.8,253.6,303.0,0.309,1,0.926,241.0,89.17,209.276,0.926
519715,Rajupura,Desar,22.678101,73.357688,988.0,1,2,1,87.5,11.25,0.001,94.8,162.2,249.6,309.6,0.148,1,0.891,237.0,82.95,880.308,0.5940000000000001
519716,Limdanu Muvadu,Desar,22.675546,73.343148,260.0,1,3,0,82.5,11.25,0.001,95.2,162.8,250.4,300.0,0.181,1,0.87,238.0,78.54,226.2,0.87
519725,Pandu,Desar,22.67458,73.381692,1911.0,0,2,1,90.0,11.7,0.001,96.1,164.3,252.8,301.5,0.19,1,0.906,240.25,86.49,1731.366,0.6040000000000001
519727,Sanpiya,Desar,22.676801,73.404608,814.0,0,2,1,95.0,12.6,0.001,95.8,163.8,252.0,300.0,0.031,1,0.94,239.5,91.01,765.16,0.6266666666666667
519719,Pratappura,Desar,22.67092,73.295452,1904.0,1,2,0,95.0,12.6,0.002,95.2,162.8,250.4,299.0,1.69,1,0.936,238.0,90.44,1782.144,0.936
519698,Nani Varnoli Vanto,Desar,22.711908,73.279058,390.0,1,2,0,82.5,10.35,0.001,94.8,162.2,249.6,297.5,1.219,1,0.848,237.0,78.21,330.71999999999997,0.848
519717,Kalyan Patelnu Muvadu,Desar,22.67911,73.317626,218.0,1,2,1,90.0,11.7,0.001,95.5,163.3,251.2,301.5,0.116,1,0.904,238.75,85.95,197.072,0.6026666666666668
519776,Singaniya,Savli,22.515372,73.408679,302.0,0,2,1,92.5,12.15,0.001,93.6,160.2,246.4,301.0,0.504,1,0.913,234.0,86.58,275.726,0.6086666666666668
519775,Khakhariya,Savli,22.541527,73.404569,2023.0,0,3,1,85.0,10.8,0.0,95.2,162.8,250.4,298.0,2.794,1,0.866,238.0,80.92,1751.918,0.5773333333333334
519929,Rajpura,Vaghodia,22.49415,73.408481,2277.0,1,2,1,92.5,12.15,0.001,93.9,160.7,247.2,301.5,1.08,1,0.915,234.75,86.8575,2083.455,0.6100000000000001
519930,Sarnej,Vaghodia,22.479316,73.412146,2297.0,0,2,1,95.0,13.05,0.001,93.9,160.7,247.2,301.5,1.353,1,0.944,234.75,89.205,2168.368,0.6293333333333334
519932,Hansapura,Vaghodia,22.464653,73.405246,1216.0,1,3,1,90.0,11.25,0.001,93.3,159.6,245.6,300.5,0.008,1,0.884,233.25,83.97,1074.944,0.5893333333333334
519931,Khandiwada,Vaghodia,22.45873,73.420955,1033.0,1,2,1,90.0,11.25,0.001,93.6,160.2,246.4,301.5,0.922,1,0.886,234.0,84.24,915.238,0.5906666666666668
519729,Kaslapura,Desar,22.661765,73.412087,758.0,0,2,1,92.5,12.15,0.001,94.5,161.7,248.8,301.0,0.855,1,0.917,236.25,87.4125,695.086,0.6113333333333334
519689,Tulsigam,Desar,22.772278,73.398801,1546.0,1,2,1,97.5,13.05,0.0,94.8,162.2,249.6,302.5,2.149,1,0.95,237.0,92.43,1468.6999999999998,0.6333333333333334
519690,Vachchhesar,Desar,22.764564,73.401582,2695.0,1,2,1,95.0,12.6,0.05,95.2,162.8,250.4,299.0,3.025,1,0.936,238.0,90.44,2522.52,0.6240000000000001
519728,Mokampura,Desar,22.670578,73.41003,795.0,0,2,1,92.5,12.15,0.001,95.5,163.3,251.2,302.0,0.72,1,0.922,238.75,88.3375,732.99,0.6146666666666668
